"","year","state","county","category","type","rate","unit","age","race","gender","fips","income"
"216","2018","GA","bibb","Cardiovascular Diseases","All stroke",306.9,"per 100,000","Ages 65 years and older","Overall","Overall","13021",39502
"217","2013","GA","bibb","Cardiovascular Diseases","All stroke",324.4,"per 100,000","Ages 65 years and older","Overall","Overall","13021",34528
"218","2011","GA","bibb","Cardiovascular Diseases","All stroke",325.9,"per 100,000","Ages 65 years and older","Overall","Overall","13021",34889
"219","2010","GA","bibb","Cardiovascular Diseases","All stroke",347.9,"per 100,000","Ages 65 years and older","Overall","Overall","13021",33555
"220","2012","GA","bibb","Cardiovascular Diseases","All stroke",314.6,"per 100,000","Ages 65 years and older","Overall","Overall","13021",34315
"221","2013","GA","bleckley","Cardiovascular Diseases","All stroke",23.4,"per 100,000","Ages 35-64 years","Overall","Overall","13023",31292
"222","2014","GA","bleckley","Cardiovascular Diseases","All stroke",24.4,"per 100,000","Ages 35-64 years","Overall","Overall","13023",31744
"223","2019","GA","bleckley","Cardiovascular Diseases","All stroke",23.4,"per 100,000","Ages 35-64 years","Overall","Overall","13023",35755
"224","2017","GA","bleckley","Cardiovascular Diseases","All stroke",24.6,"per 100,000","Ages 35-64 years","Overall","Overall","13023",33660
"225","2016","GA","bleckley","Cardiovascular Diseases","All stroke",23.9,"per 100,000","Ages 35-64 years","Overall","Overall","13023",32250
"226","2015","GA","bleckley","Cardiovascular Diseases","All stroke",26.1,"per 100,000","Ages 35-64 years","Overall","Overall","13023",32868
"227","2011","GA","bleckley","Cardiovascular Diseases","All stroke",22.5,"per 100,000","Ages 35-64 years","Overall","Overall","13023",29699
"228","2018","GA","bleckley","Cardiovascular Diseases","All stroke",24,"per 100,000","Ages 35-64 years","Overall","Overall","13023",34266
"229","2012","GA","bleckley","Cardiovascular Diseases","All stroke",23.4,"per 100,000","Ages 35-64 years","Overall","Overall","13023",30592
"230","2010","GA","bleckley","Cardiovascular Diseases","All stroke",23.6,"per 100,000","Ages 35-64 years","Overall","Overall","13023",29121
"231","2016","GA","bleckley","Cardiovascular Diseases","All stroke",307.7,"per 100,000","Ages 65 years and older","Overall","Overall","13023",32250
"232","2014","GA","bleckley","Cardiovascular Diseases","All stroke",336.7,"per 100,000","Ages 65 years and older","Overall","Overall","13023",31744
"233","2015","GA","bleckley","Cardiovascular Diseases","All stroke",341.2,"per 100,000","Ages 65 years and older","Overall","Overall","13023",32868
"234","2017","GA","bleckley","Cardiovascular Diseases","All stroke",293,"per 100,000","Ages 65 years and older","Overall","Overall","13023",33660
"235","2019","GA","bleckley","Cardiovascular Diseases","All stroke",273.8,"per 100,000","Ages 65 years and older","Overall","Overall","13023",35755
"236","2018","GA","bleckley","Cardiovascular Diseases","All stroke",289.2,"per 100,000","Ages 65 years and older","Overall","Overall","13023",34266
"237","2013","GA","bleckley","Cardiovascular Diseases","All stroke",340.7,"per 100,000","Ages 65 years and older","Overall","Overall","13023",31292
"238","2011","GA","bleckley","Cardiovascular Diseases","All stroke",370.3,"per 100,000","Ages 65 years and older","Overall","Overall","13023",29699
"239","2010","GA","bleckley","Cardiovascular Diseases","All stroke",392,"per 100,000","Ages 65 years and older","Overall","Overall","13023",29121
"240","2012","GA","bleckley","Cardiovascular Diseases","All stroke",348,"per 100,000","Ages 65 years and older","Overall","Overall","13023",30592
"241","2013","GA","brantley","Cardiovascular Diseases","All stroke",23.5,"per 100,000","Ages 35-64 years","Overall","Overall","13025",23604
"242","2014","GA","brantley","Cardiovascular Diseases","All stroke",24.8,"per 100,000","Ages 35-64 years","Overall","Overall","13025",24289
"243","2019","GA","brantley","Cardiovascular Diseases","All stroke",23.7,"per 100,000","Ages 35-64 years","Overall","Overall","13025",29129
"244","2017","GA","brantley","Cardiovascular Diseases","All stroke",25.5,"per 100,000","Ages 35-64 years","Overall","Overall","13025",27194
"245","2016","GA","brantley","Cardiovascular Diseases","All stroke",25.6,"per 100,000","Ages 35-64 years","Overall","Overall","13025",27160
"246","2015","GA","brantley","Cardiovascular Diseases","All stroke",27.3,"per 100,000","Ages 35-64 years","Overall","Overall","13025",26300
"247","2011","GA","brantley","Cardiovascular Diseases","All stroke",23.7,"per 100,000","Ages 35-64 years","Overall","Overall","13025",22514
"248","2018","GA","brantley","Cardiovascular Diseases","All stroke",24.7,"per 100,000","Ages 35-64 years","Overall","Overall","13025",28371
"249","2012","GA","brantley","Cardiovascular Diseases","All stroke",23.1,"per 100,000","Ages 35-64 years","Overall","Overall","13025",22990
"250","2010","GA","brantley","Cardiovascular Diseases","All stroke",25.7,"per 100,000","Ages 35-64 years","Overall","Overall","13025",21943
"251","2016","GA","brantley","Cardiovascular Diseases","All stroke",247.7,"per 100,000","Ages 65 years and older","Overall","Overall","13025",27160
"252","2014","GA","brantley","Cardiovascular Diseases","All stroke",257.6,"per 100,000","Ages 65 years and older","Overall","Overall","13025",24289
"253","2015","GA","brantley","Cardiovascular Diseases","All stroke",260.5,"per 100,000","Ages 65 years and older","Overall","Overall","13025",26300
"254","2017","GA","brantley","Cardiovascular Diseases","All stroke",265.3,"per 100,000","Ages 65 years and older","Overall","Overall","13025",27194
"255","2019","GA","brantley","Cardiovascular Diseases","All stroke",254.8,"per 100,000","Ages 65 years and older","Overall","Overall","13025",29129
"256","2018","GA","brantley","Cardiovascular Diseases","All stroke",271.3,"per 100,000","Ages 65 years and older","Overall","Overall","13025",28371
"257","2013","GA","brantley","Cardiovascular Diseases","All stroke",232.8,"per 100,000","Ages 65 years and older","Overall","Overall","13025",23604
"258","2011","GA","brantley","Cardiovascular Diseases","All stroke",255.6,"per 100,000","Ages 65 years and older","Overall","Overall","13025",22514
"259","2010","GA","brantley","Cardiovascular Diseases","All stroke",271.3,"per 100,000","Ages 65 years and older","Overall","Overall","13025",21943
"260","2012","GA","brantley","Cardiovascular Diseases","All stroke",236.8,"per 100,000","Ages 65 years and older","Overall","Overall","13025",22990
"261","2013","GA","brooks","Cardiovascular Diseases","All stroke",25.6,"per 100,000","Ages 35-64 years","Overall","Overall","13027",29220
"262","2014","GA","brooks","Cardiovascular Diseases","All stroke",25.8,"per 100,000","Ages 35-64 years","Overall","Overall","13027",30168
"263","2019","GA","brooks","Cardiovascular Diseases","All stroke",25.4,"per 100,000","Ages 35-64 years","Overall","Overall","13027",35010
"264","2017","GA","brooks","Cardiovascular Diseases","All stroke",26.4,"per 100,000","Ages 35-64 years","Overall","Overall","13027",32508
"265","2016","GA","brooks","Cardiovascular Diseases","All stroke",26.7,"per 100,000","Ages 35-64 years","Overall","Overall","13027",32029
"266","2015","GA","brooks","Cardiovascular Diseases","All stroke",27.2,"per 100,000","Ages 35-64 years","Overall","Overall","13027",31631
"267","2011","GA","brooks","Cardiovascular Diseases","All stroke",26.5,"per 100,000","Ages 35-64 years","Overall","Overall","13027",30788
"268","2018","GA","brooks","Cardiovascular Diseases","All stroke",25.9,"per 100,000","Ages 35-64 years","Overall","Overall","13027",33365
"269","2012","GA","brooks","Cardiovascular Diseases","All stroke",26.8,"per 100,000","Ages 35-64 years","Overall","Overall","13027",29960
"270","2010","GA","brooks","Cardiovascular Diseases","All stroke",28.5,"per 100,000","Ages 35-64 years","Overall","Overall","13027",27509
"271","2016","GA","brooks","Cardiovascular Diseases","All stroke",319.5,"per 100,000","Ages 65 years and older","Overall","Overall","13027",32029
"272","2014","GA","brooks","Cardiovascular Diseases","All stroke",302.4,"per 100,000","Ages 65 years and older","Overall","Overall","13027",30168
"273","2015","GA","brooks","Cardiovascular Diseases","All stroke",324.3,"per 100,000","Ages 65 years and older","Overall","Overall","13027",31631
"274","2017","GA","brooks","Cardiovascular Diseases","All stroke",326.7,"per 100,000","Ages 65 years and older","Overall","Overall","13027",32508
"275","2019","GA","brooks","Cardiovascular Diseases","All stroke",325.8,"per 100,000","Ages 65 years and older","Overall","Overall","13027",35010
"276","2018","GA","brooks","Cardiovascular Diseases","All stroke",332.2,"per 100,000","Ages 65 years and older","Overall","Overall","13027",33365
"277","2013","GA","brooks","Cardiovascular Diseases","All stroke",284.3,"per 100,000","Ages 65 years and older","Overall","Overall","13027",29220
"278","2011","GA","brooks","Cardiovascular Diseases","All stroke",297,"per 100,000","Ages 65 years and older","Overall","Overall","13027",30788
"279","2010","GA","brooks","Cardiovascular Diseases","All stroke",313.5,"per 100,000","Ages 65 years and older","Overall","Overall","13027",27509
"280","2012","GA","brooks","Cardiovascular Diseases","All stroke",288.1,"per 100,000","Ages 65 years and older","Overall","Overall","13027",29960
"281","2013","GA","bryan","Cardiovascular Diseases","All stroke",20.6,"per 100,000","Ages 35-64 years","Overall","Overall","13029",43544
"282","2014","GA","bryan","Cardiovascular Diseases","All stroke",21.3,"per 100,000","Ages 35-64 years","Overall","Overall","13029",45356
"283","2019","GA","bryan","Cardiovascular Diseases","All stroke",20.6,"per 100,000","Ages 35-64 years","Overall","Overall","13029",49390
"284","2017","GA","bryan","Cardiovascular Diseases","All stroke",22,"per 100,000","Ages 35-64 years","Overall","Overall","13029",47092
"285","2016","GA","bryan","Cardiovascular Diseases","All stroke",21.4,"per 100,000","Ages 35-64 years","Overall","Overall","13029",47084
"286","2015","GA","bryan","Cardiovascular Diseases","All stroke",22.1,"per 100,000","Ages 35-64 years","Overall","Overall","13029",46495
"287","2011","GA","bryan","Cardiovascular Diseases","All stroke",20.6,"per 100,000","Ages 35-64 years","Overall","Overall","13029",44348
"288","2018","GA","bryan","Cardiovascular Diseases","All stroke",21.3,"per 100,000","Ages 35-64 years","Overall","Overall","13029",49347
"289","2012","GA","bryan","Cardiovascular Diseases","All stroke",21,"per 100,000","Ages 35-64 years","Overall","Overall","13029",43972
"290","2010","GA","bryan","Cardiovascular Diseases","All stroke",21.8,"per 100,000","Ages 35-64 years","Overall","Overall","13029",42291
"291","2016","GA","bryan","Cardiovascular Diseases","All stroke",268,"per 100,000","Ages 65 years and older","Overall","Overall","13029",47084
"292","2014","GA","bryan","Cardiovascular Diseases","All stroke",295,"per 100,000","Ages 65 years and older","Overall","Overall","13029",45356
"293","2015","GA","bryan","Cardiovascular Diseases","All stroke",289.8,"per 100,000","Ages 65 years and older","Overall","Overall","13029",46495
"294","2017","GA","bryan","Cardiovascular Diseases","All stroke",264.3,"per 100,000","Ages 65 years and older","Overall","Overall","13029",47092
"295","2019","GA","bryan","Cardiovascular Diseases","All stroke",241.9,"per 100,000","Ages 65 years and older","Overall","Overall","13029",49390
"296","2018","GA","bryan","Cardiovascular Diseases","All stroke",260.2,"per 100,000","Ages 65 years and older","Overall","Overall","13029",49347
"297","2013","GA","bryan","Cardiovascular Diseases","All stroke",286.4,"per 100,000","Ages 65 years and older","Overall","Overall","13029",43544
"298","2011","GA","bryan","Cardiovascular Diseases","All stroke",295.1,"per 100,000","Ages 65 years and older","Overall","Overall","13029",44348
"299","2010","GA","bryan","Cardiovascular Diseases","All stroke",301.1,"per 100,000","Ages 65 years and older","Overall","Overall","13029",42291
"300","2012","GA","bryan","Cardiovascular Diseases","All stroke",290.9,"per 100,000","Ages 65 years and older","Overall","Overall","13029",43972
"301","2013","GA","bulloch","Cardiovascular Diseases","All stroke",26.5,"per 100,000","Ages 35-64 years","Overall","Overall","13031",27900
"302","2014","GA","bulloch","Cardiovascular Diseases","All stroke",27.5,"per 100,000","Ages 35-64 years","Overall","Overall","13031",28496
"303","2019","GA","bulloch","Cardiovascular Diseases","All stroke",26.7,"per 100,000","Ages 35-64 years","Overall","Overall","13031",33054
"304","2017","GA","bulloch","Cardiovascular Diseases","All stroke",27.8,"per 100,000","Ages 35-64 years","Overall","Overall","13031",31205
"305","2016","GA","bulloch","Cardiovascular Diseases","All stroke",28,"per 100,000","Ages 35-64 years","Overall","Overall","13031",30495
"306","2015","GA","bulloch","Cardiovascular Diseases","All stroke",28.5,"per 100,000","Ages 35-64 years","Overall","Overall","13031",30079
"307","2011","GA","bulloch","Cardiovascular Diseases","All stroke",26.5,"per 100,000","Ages 35-64 years","Overall","Overall","13031",26716
"308","2018","GA","bulloch","Cardiovascular Diseases","All stroke",26.8,"per 100,000","Ages 35-64 years","Overall","Overall","13031",32201
"309","2012","GA","bulloch","Cardiovascular Diseases","All stroke",26.7,"per 100,000","Ages 35-64 years","Overall","Overall","13031",26699
"310","2010","GA","bulloch","Cardiovascular Diseases","All stroke",28.6,"per 100,000","Ages 35-64 years","Overall","Overall","13031",26411
"311","2016","GA","bulloch","Cardiovascular Diseases","All stroke",317.5,"per 100,000","Ages 65 years and older","Overall","Overall","13031",30495
"312","2014","GA","bulloch","Cardiovascular Diseases","All stroke",351.3,"per 100,000","Ages 65 years and older","Overall","Overall","13031",28496
"313","2015","GA","bulloch","Cardiovascular Diseases","All stroke",339.7,"per 100,000","Ages 65 years and older","Overall","Overall","13031",30079
"314","2017","GA","bulloch","Cardiovascular Diseases","All stroke",311,"per 100,000","Ages 65 years and older","Overall","Overall","13031",31205
"315","2019","GA","bulloch","Cardiovascular Diseases","All stroke",272.2,"per 100,000","Ages 65 years and older","Overall","Overall","13031",33054
"316","2018","GA","bulloch","Cardiovascular Diseases","All stroke",296.5,"per 100,000","Ages 65 years and older","Overall","Overall","13031",32201
"317","2013","GA","bulloch","Cardiovascular Diseases","All stroke",346.9,"per 100,000","Ages 65 years and older","Overall","Overall","13031",27900
"318","2011","GA","bulloch","Cardiovascular Diseases","All stroke",358.9,"per 100,000","Ages 65 years and older","Overall","Overall","13031",26716
